epoch,train_loss,test_loss,accuracy,precision,recall,f1_score,roc_auc
31,0.5353470523991457,0.4929197428992724,0.7942453854505972,0.790891597177678,0.9587869362363919,0.8667838312829526,0.7766819204045783
32,0.5340272183690489,0.48517207223739994,0.7937024972855592,0.7915057915057915,0.9564541213063764,0.8661971830985915,0.775430899448404
33,0.53290658735652,0.4908886621751692,0.7964169381107492,0.7975179621162639,0.9494556765163297,0.8668796592119276,0.7758441769135235
34,0.5317522052543523,0.48665963707089294,0.7920738327904452,0.7888675623800384,0.9587869362363919,0.8655668655668656,0.7787748805621134
35,0.5256538176448795,0.4977058062853694,0.7757871878393051,0.7663209273947529,0.9766718506998445,0.8588034188034188,0.7766763261241707
36,0.5268369166199712,0.4855004902059429,0.8002171552660152,0.7992177314211213,0.9533437013996889,0.8695035460992908,0.7787525034404824
37,0.5294023427338255,0.48716135690318385,0.7991313789359392,0.8001310615989515,0.9494556765163297,0.868421052631579,0.7810111941550959
38,0.5257886881007058,0.4835590087888554,0.7942453854505972,0.80092899800929,0.9385692068429238,0.8643036161833154,0.7801755485191939
39,0.5214763669751548,0.4763961633046468,0.7985884907709012,0.7984344422700587,0.9517884914463453,0.868393047179851,0.782538432706401
40,0.5244085018930895,0.47394183468999873,0.7996742671009772,0.7998691955526488,0.9510108864696734,0.8689165186500888,0.7859949987133156
41,0.5209366082965295,0.4850149249797535,0.7926167209554832,0.7904884318766067,0.9564541213063764,0.8655876143560872,0.7820216610537386
42,0.5257952860643937,0.4822412482043172,0.7958740499457112,0.8025265957446809,0.9385692068429238,0.8652329749103943,0.7878942569117334
43,0.5236455842427256,0.4757180263760553,0.7931596091205212,0.7909967845659164,0.9564541213063764,0.8658922914466737,0.7885907448224935
44,0.5216190501463938,0.4747203871947546,0.8002171552660152,0.8076407506702413,0.9370139968895801,0.8675305975521959,0.7890201058437853
45,0.522414380297938,0.47466954928655963,0.7926167209554832,0.787531806615776,0.9626749611197511,0.8663400979706088,0.7920340244134396
46,0.5218186482358199,0.47683177485528133,0.7953311617806732,0.8077183480027081,0.9276827371695179,0.8635541078537822,0.7953395448493461
47,0.5179174245446947,0.4693997037656662,0.7969598262757872,0.7988204456094364,0.947900466562986,0.8669985775248933,0.7987576501784576
48,0.521525315510098,0.4743273093827255,0.7991313789359392,0.8045212765957447,0.9409020217729394,0.8673835125448028,0.7895026125289504
49,0.5188764260275767,0.46347585210453285,0.7996742671009772,0.8062792251169004,0.9385692068429238,0.8674092705713259,0.8052840775591036
50,0.514251492489054,0.4660443413788281,0.7985884907709012,0.801980198019802,0.9447900466562986,0.867547304534095,0.8072336842811909
51,0.5155570889582538,0.49020520490103775,0.7991313789359392,0.8025099075297226,0.9447900466562986,0.8678571428571429,0.8046316446065542
52,0.5166669928972165,0.46139931419902724,0.7991313789359392,0.8013157894736842,0.9471228615863142,0.8681397006414825,0.8094378307618291
53,0.5192383906404036,0.47915872061032555,0.7871878393051032,0.7821969696969697,0.963452566096423,0.8634146341463415,0.8114293945869743
54,0.5123171130077573,0.45959179635674374,0.7980456026058632,0.7959844559585493,0.9556765163297045,0.8685512367491166,0.8136181567964913
55,0.5303333365656788,0.5283441589528394,0.745385450597177,0.7498470948012232,0.9533437013996889,0.8394385484423142,0.77365051970865
56,0.5467802020982757,0.47258513987905687,0.7920738327904452,0.7888675623800384,0.9587869362363919,0.8655668655668656,0.8093343365742864
57,0.5123616727690052,0.46431272244738186,0.8007600434310532,0.8098449089683075,0.9339035769828927,0.8674611773203322,0.8180250511876657
58,0.5180318078776921,0.47236463712299814,0.8040173724212812,0.8161312371838687,0.9284603421461898,0.868679519825391,0.8148698770377166
59,0.5161689154758342,0.4741229210433173,0.7985884907709012,0.7984344422700587,0.9517884914463453,0.868393047179851,0.8220781073430525
60,0.5161977922122931,0.4706407682838709,0.7991313789359392,0.8025099075297226,0.9447900466562986,0.8678571428571429,0.8251479687167839
61,0.5075372736697594,0.4635209749562991,0.7888165038002172,0.7840405319822673,0.9626749611197511,0.8642233856893543,0.8216599348825762
62,0.5129322591292521,0.4769294322766647,0.7942453854505972,0.7920154539600772,0.9564541213063764,0.8665022895385699,0.8193872584669434
63,0.5039481689420494,0.4501919552570575,0.7985884907709012,0.7996070726915521,0.9494556765163297,0.868112335584785,0.8250990187632165
64,0.5038436862513235,0.4493353385943414,0.8023887079261672,0.8065159574468085,0.9432348367029549,0.8695340501792115,0.8267954842968549
65,0.5044185477799853,0.4578076953737795,0.7958740499457112,0.7985564304461942,0.9463452566096423,0.8661921708185053,0.8226878839074929
66,0.5024430016301306,0.4604480702765731,0.8013029315960912,0.8010471204188482,0.9517884914463453,0.8699360341151386,0.8347638374525885
67,0.5029043513427467,0.4541587846739932,0.8051031487513572,0.8031393067364291,0.9548989113530326,0.8724689165186501,0.8281926558286807
68,0.5100593714080703,0.45190051744866966,0.8034744842562432,0.8203883495145631,0.9199066874027994,0.8673020527859238,0.8248787439721628
69,0.5097720518237931,0.44684179420062176,0.8034744842562432,0.8092369477911646,0.9401244167962675,0.8697841726618705,0.8259080915671817
70,0.5042790870363355,0.452282802063272,0.8078175895765473,0.8140161725067385,0.9393468118195957,0.8722021660649819,0.8249899302952661
71,0.50002634821326,0.46729165292976993,0.7953311617806732,0.7915330339961514,0.9595645412130638,0.8674868189806678,0.8265891952068206
72,0.5116522259001755,0.449327322157923,0.8007600434310532,0.7989590110605075,0.9548989113530326,0.8699964576691464,0.8321827763294807
73,0.4983812617044171,0.43990552376846537,0.8072747014115093,0.8346513299784328,0.9027993779160186,0.8673888681359732,0.8346302740078544
74,0.49736315658345576,0.44843740804964244,0.8018458197611292,0.7984445884640311,0.9580093312597201,0.8709791445740545,0.8367686876937019
75,0.4991892825340679,0.45371988224802007,0.8045602605863192,0.8058124174372523,0.9486780715396579,0.8714285714285714,0.8318722937668527
76,0.4983171140246224,0.4647982214354019,0.7926167209554832,0.7828535669586983,0.9727838258164853,0.8675450762829403,0.8371588887521398
77,0.4987534180514649,0.45122780648427213,0.7888165038002172,0.7790914747977598,0.973561430793157,0.8655375043207743,0.8348862123365072
78,0.5053679576054486,0.46033805485786494,0.8061889250814332,0.8102872411489646,0.9432348367029549,0.8717211642112828,0.8364735894021953
79,0.492622259142144,0.4436362790556606,0.8121606948968513,0.8371592539454806,0.9074650077760498,0.8708955223880597,0.8382707519831724
80,0.4979697432193419,0.44419501134549366,0.8018458197611292,0.795003203074952,0.9650077760497667,0.8717948717948718,0.8370400102934759
81,0.4941922858574144,0.4524348024501345,0.8110749185667753,0.8168918918918919,0.9401244167962675,0.8741865509761388,0.8396063864305133
82,0.4916940233406869,0.4553528350093336,0.8078175895765473,0.8140161725067385,0.9393468118195957,0.8722021660649819,0.8381490763843047
83,0.49824795263238436,0.43851351042264963,0.8099891422366993,0.8295774647887324,0.9160186625194401,0.8706577974870657,0.8439377580361839
84,0.4979712166709076,0.4712545291543913,0.7698154180238871,0.7553317535545023,0.9914463452566097,0.8574310692669805,0.8356931872853196
85,0.49191562930407184,0.446765962175127,0.8116178067318133,0.820915926179084,0.9339035769828927,0.8737722808293925,0.8427944269778578
86,0.48852318850476356,0.4293406828348075,0.8132464712269273,0.8156836461126006,0.9463452566096423,0.8761699064074874,0.8445090739228214
87,0.49237950320918905,0.46496912484319153,0.8002171552660152,0.8068181818181818,0.9385692068429238,0.8677210639827462,0.8322317262830481
88,0.49190243302599596,0.44686411662547,0.8067318132464713,0.8464977645305514,0.8833592534992224,0.8645357686453576,0.8464481913691442
89,0.4886508017830552,0.42286224551620233,0.8170466883821933,0.8329824561403508,0.9230171073094868,0.8756916267060125,0.8437811181847679
90,0.4895582494116471,0.45135125191022724,0.8159609120521173,0.8197164078325456,0.9440124416796267,0.8774846404047705,0.8421916432639269
91,0.49545916955944824,0.42596082319783596,0.8143322475570033,0.83810888252149,0.9097978227060654,0.87248322147651,0.8439587365877127
92,0.4849354784649533,0.4309663379425335,0.8208469055374593,0.8366197183098592,0.9237947122861586,0.8780487804878049,0.846201343746154
93,0.493904787140875,0.4461180082037964,0.8159609120521173,0.8384560400285919,0.9121306376360808,0.8737430167597765,0.8449929791780882
94,0.49803595312057064,0.4235628929381521,0.8148751357220413,0.8382247673586256,0.9105754276827371,0.8729034662691018,0.851971144701657
95,0.4843490101016213,0.44172903112298634,0.8175895765472313,0.8218157181571816,0.9432348367029549,0.8783490224475018,0.8449845877574766
96,0.4874308697236814,0.4327533536314576,0.8137893593919653,0.8276580958999306,0.9261275272161742,0.8741284403669725,0.8491068731329089
97,0.4802697411804149,0.4414349161128915,0.8105320304017373,0.8032362459546926,0.9650077760497667,0.8767220063581773,0.851408220235631
98,0.4849133049525965,0.4199652908355742,0.8175895765472313,0.8275862068965517,0.9331259720062208,0.8771929824561403,0.8483194781655237
99,0.4763822069651374,0.4313677869065706,0.8083604777415853,0.8188653451811346,0.9315707620528771,0.8715896689705347,0.8444132718708393
100,0.48534130167064765,0.419906933099258,0.8186753528773073,0.846433770014556,0.9043545878693624,0.8744360902255639,0.8534809011266882
101,0.4841904362659018,0.42018049580007627,0.8224755700325733,0.8268575323790047,0.9432348367029549,0.8812204867417363,0.850655090235743
102,0.4851346016289868,0.4227574689962965,0.8181324647122693,0.8167888074616922,0.9533437013996889,0.8797990670972372,0.8525305727424283
103,0.47952322922204127,0.4270315804841335,0.8143322475570033,0.8167785234899329,0.9463452566096423,0.8768011527377522,0.8487628248878345
104,0.47708796270006876,0.4320869608564822,0.8268186753528773,0.8273527420446851,0.9502332814930016,0.8845457835685848,0.853792082974367
105,0.48241431672566903,0.4368764980414015,0.7937024972855592,0.7849056603773585,0.9704510108864697,0.8678720445062587,0.8494760956398177
106,0.5392932393437786,0.47873619739188694,0.7703583061889251,0.7705329153605016,0.9556765163297045,0.8531759805623047,0.8199396936572049
107,0.5395915472049229,0.4874923959228814,0.762214983713355,0.7707535121328225,0.9385692068429238,0.8464235624123422,0.8017925472996409
108,0.5257174821893003,0.5069380495110759,0.754614549402823,0.7765251989389921,0.9105754276827371,0.8382247673586256,0.7963709902995177
109,0.5327001359648915,0.4758124376741217,0.758957654723127,0.7508939213349225,0.9797822706065319,0.8502024291497976,0.8258878123007037
110,0.5203974473171391,0.49516556514720317,0.7671009771986971,0.772756206238065,0.9440124416796267,0.8498424921246063,0.8084420488492565
111,0.525186633223479,0.47547852659717316,0.758957654723127,0.7719638242894057,0.9292379471228616,0.8433309809456598,0.8205508687917472
112,0.5184926367106014,0.459919855661941,0.7633007600434311,0.7672955974842768,0.9486780715396579,0.8484005563282336,0.8258570437584614
113,0.5200738588460547,0.45813455077517173,0.7725298588490771,0.7704304429195259,0.9603421461897356,0.8549671166493596,0.8332414938966402
114,0.5166924431165597,0.4731311944033243,0.7633007600434311,0.7623456790123457,0.9603421461897356,0.8499655884377151,0.8239549884198395
115,0.5198604468055932,0.4655149430521925,0.7665580890336591,0.7740076824583867,0.9401244167962675,0.8490168539325843,0.826464023182698
116,0.5177598614718874,0.4625963797786725,0.7654723127035831,0.7685534591194969,0.9502332814930016,0.8497913769123783,0.8214193808250444
117,0.5132401015250485,0.46594409222323263,0.7643865363735071,0.77734375,0.9284603421461898,0.8462083628632175,0.8281828658379674
118,0.5124391276146792,0.46116025284757833,0.7698154180238871,0.7727848101265823,0.9494556765163297,0.8520586182833217,0.8254018091902837
119,0.5105489594497115,0.4487984770672329,0.7665580890336591,0.7726114649681529,0.9432348367029549,0.8494397759103641,0.8281660829967441
120,0.5130807500952839,0.47630032896995544,0.7692725298588491,0.7662337662337663,0.963452566096423,0.8535997244230107,0.8127797140203856
121,0.519066137518925,0.4571610449385565,0.7698154180238871,0.7703889585947302,0.9548989113530326,0.8527777777777777,0.8266388444454389
122,0.5131321509813443,0.46142375977238664,0.7660152008686211,0.7624309392265194,0.9657853810264385,0.8521440823327616,0.8239752676863175
123,0.5140544713284454,0.47479621938204275,0.7692725298588491,0.7934560327198364,0.9051321928460342,0.8456229567744279,0.8207557593116797
124,0.5207512513343515,0.4796577455490083,0.7768729641693811,0.771570453134699,0.9665629860031104,0.8581290990680014,0.8302205824764761
125,0.5148103952472581,0.45598954496243876,0.7692725298588491,0.7856668878566688,0.9206842923794712,0.8478338703902614,0.8243088266556273
126,0.5089543097592977,0.46198076912556874,0.759500542888165,0.768985322271857,0.9370139968895801,0.8447248510339993,0.8268031764324154
127,0.5164170827972645,0.4939749755377878,0.7741585233441911,0.7792041078305519,0.9440124416796267,0.8537271448663853,0.826232559830829
128,0.5149126907054203,0.45189718910200716,0.7643865363735071,0.7791612057667103,0.9245723172628305,0.8456614509246089,0.8281835651230182
129,0.5144906851372141,0.47446059802067786,0.7768729641693811,0.7729257641921398,0.963452566096423,0.857736240913811,0.8332505846023026
130,0.5095532623857977,0.4534852208324934,0.7747014115092291,0.7874587458745874,0.9276827371695179,0.8518386290610497,0.8355141703122727
131,0.5093381007632308,0.4566077933637638,0.8175895765472313,0.8137384412153237,0.9580093312597201,0.88,0.8540613077189881
132,0.4891462492713326,0.4200085855526981,0.8241042345276873,0.8308115543328748,0.9393468118195957,0.8817518248175182,0.8545333251283888
133,0.4933323564681065,0.4802915733489617,0.7665580890336591,0.7747111681643132,0.9385692068429238,0.8488045007032349,0.8235025509918659
134,0.5145367599916288,0.4493567678232017,0.7709011943539631,0.7737642585551331,0.9494556765163297,0.8526536312849162,0.8298066057263055
135,0.5168004873134009,0.460758296920474,0.7747014115092291,0.7706650093225605,0.9642301710730948,0.8566493955094991,0.8306121821050159
136,0.5116938556098858,0.47235792454627384,0.7698154180238871,0.7612121212121212,0.9766718506998445,0.8555858310626703,0.8318750909070567
137,0.5112671532704873,0.4561505912116503,0.7681867535287731,0.7595166163141994,0.9774494556765163,0.8548112886773206,0.8387015115745662
138,0.5050661453771416,0.46582583188363447,0.745385450597177,0.745640408899579,0.9642301710730948,0.840963038318074,0.8278304261722815
139,0.5156345783056329,0.45050840547366977,0.7774158523344191,0.7775665399239544,0.9541213063763608,0.8568435754189944,0.8354120746948321
140,0.51038442267483,0.45715642062771206,0.7801302931596091,0.789612097304405,0.9339035769828927,0.8557178482365515,0.8333505823645905
141,0.5051383732360977,0.49051006699747424,0.757328990228013,0.7537810042347247,0.968895800933126,0.8479074515141205,0.8287422938787384
142,0.5116852002716202,0.47262160539885945,0.7714440825190011,0.761962447001817,0.9782270606531882,0.8566564521620701,0.834132383051568
143,0.5087701917687393,0.4449797243882986,0.7779587404994571,0.7902051621442753,0.9284603421461898,0.8537718984626386,0.8360267462546292
144,0.5093425894595036,0.4533770280150974,0.7719869706840391,0.7733585858585859,0.9525660964230172,0.8536585365853658,0.8363931716213344
145,0.5056914553854636,0.4613867748961516,0.756786102062975,0.7502986857825568,0.9766718506998445,0.8486486486486486,0.8334862436644774
146,0.5066482687563335,0.4440251657421762,0.7719869706840391,0.7743979721166033,0.9502332814930016,0.8533519553072626,0.8356113709343567
147,0.5434836144755512,0.45629175439331354,0.7660152008686211,0.77491961414791,0.9370139968895801,0.8482928546286519,0.8302800217058081
148,0.5143764643060961,0.4762958957693346,0.761672095548317,0.787899388171312,0.9012441679626749,0.8407689517591586,0.8244794522080625
149,0.5143943680166501,0.45193652091921993,0.7719869706840391,0.783748361730013,0.9300155520995335,0.8506401137980085,0.83022337961668
150,0.5008398199166308,0.4215204699225845,0.8230184581976113,0.846820809248555,0.911353032659409,0.8779026217228464,0.8561836378486636
151,0.4901571040219399,0.4480652379096525,0.7768729641693811,0.7809890815671162,0.9455676516329704,0.855434400281393,0.835488996050438
152,0.5149343797965024,0.45198354403307334,0.7785016286644951,0.7861799217731421,0.937791601866252,0.8553191489361702,0.8288562773420456
153,0.5104612985306748,0.4426890147949016,0.7833876221498371,0.7974513749161637,0.9245723172628305,0.85631976953547,0.8383770433109189
154,0.5040713394927703,0.4364678811819882,0.7942453854505972,0.7868437697659709,0.9673405909797823,0.867806069061737,0.8450335377110443
155,0.5043320416375454,0.46168566737061084,0.7698154180238871,0.7780645161290323,0.937791601866252,0.8504936530324401,0.8309681181959565
156,0.5105637982042559,0.4462001158347218,0.7692725298588491,0.7699059561128526,0.9548989113530326,0.852481777160708,0.8415483010170401
157,0.5123791957306564,0.4569707337471613,0.7752442996742671,0.7701363073110284,0.9665629860031104,0.8572413793103448,0.8383714490305112
158,0.5078232358284819,0.4529731972274511,0.7812160694896851,0.7902695595003287,0.9346811819595645,0.8564303526897044,0.8384945231994809
159,0.49284826210539184,0.43188600395841525,0.8230184581976113,0.8133159268929504,0.968895800933126,0.8843151171043293,0.8579416404667868
160,0.506782833559858,0.48979777631619853,0.7633007600434311,0.7541866028708134,0.9805598755832037,0.8526031102096011,0.8348169831164618
161,0.5103441557824652,0.43433829410715546,0.8230184581976113,0.82,0.9564541213063764,0.882986360373295,0.8604031238461797
162,0.4946747819067062,0.4662648553633405,0.7795874049945711,0.7868318122555411,0.9385692068429238,0.8560283687943262,0.8334330980006042
163,0.5121986991745814,0.47264329928916904,0.760586319218241,0.756838905775076,0.9681181959564541,0.849539406345957,0.8371358123454579
164,0.5174836952669333,0.4481147328041793,0.7692725298588491,0.780456026058632,0.9315707620528771,0.8493442041829139,0.8384015182877027
165,0.5108270875470696,0.446149288831394,0.7752442996742671,0.7708074534161491,0.9650077760497667,0.8570441988950276,0.8445978831242938
166,0.5007054035977688,0.41876088670099987,0.8273615635179153,0.8432624113475178,0.9245723172628305,0.8820474777448071,0.8580773017666739
167,0.48840541761114703,0.3950639170362947,0.8349619978284474,0.8482269503546099,0.9300155520995335,0.887240356083086,0.8647093211900153
168,0.49707464148201036,0.4062414627186509,0.8295331161780674,0.8227091633466136,0.963452566096423,0.8875358166189111,0.8599220157311166
169,0.4858305816662332,0.4018023404313998,0.8306188925081434,0.8400837988826816,0.9354587869362364,0.8852097130242825,0.861947145238708
170,0.49189587412671243,0.4393262069077756,0.7850162866449512,0.7760545905707196,0.9727838258164853,0.8633540372670807,0.8451461226042494
171,0.5123760808852966,0.47147404092660294,0.7258414766558089,0.7204968944099379,0.9922239502332815,0.8348053647366699,0.8427154077670989
172,0.5119037360922298,0.45342758068173766,0.7806731813246471,0.7728960396039604,0.9712286158631416,0.8607856650585803,0.8459558946932655
173,0.506411349188547,0.42003062066503766,0.7866449511400652,0.7856685860524633,0.9548989113530326,0.862056862056862,0.8536955816373338
174,0.5069138903903023,0.42625195917296227,0.7926167209554832,0.800132802124834,0.9370139968895801,0.8631805157593123,0.8538473264933932
175,0.503706272845032,0.43789629575095657,0.7812160694896851,0.7750778816199377,0.9673405909797823,0.8606018678657904,0.8550927531691598
176,0.5056426935453175,0.4377365866584964,0.7790445168295331,0.780114722753346,0.9517884914463453,0.8574430823117338,0.8481978025666559
177,0.5007553031021408,0.44974691080218676,0.7937024972855592,0.785264483627204,0.9696734059097978,0.8677800974251914,0.8515998243395951
178,0.47801198807776163,0.3939194739770941,0.8425624321389794,0.8453536754507628,0.947900466562986,0.8936950146627566,0.8665526365843561
179,0.5074648773380285,0.45643791543414874,0.7676438653637351,0.7848605577689243,0.9191290824261276,0.8467048710601719,0.8410525079159068
180,0.491151694813791,0.41573902873987745,0.8241042345276873,0.8445558739255015,0.916796267496112,0.8791946308724832,0.8595940510422144
181,0.4735974161444774,0.42423862154139497,0.8192182410423453,0.8072211476466795,0.973561430793157,0.8826224885442369,0.8638191313201382
182,0.47158648137069054,0.39886174026581417,0.8344191096634094,0.8320920785375762,0.9556765163297045,0.8896127397756062,0.8683525963055373
183,0.46258049585731337,0.4005340141012666,0.8398479913137894,0.8405498281786942,0.9510108864696734,0.8923750456037942,0.8655890217841278
184,0.4646129610024698,0.39298052712061504,0.8387622149837134,0.8565248738284066,0.9237947122861586,0.8888888888888888,0.8695280944762076
185,0.4672660677824791,0.39690773426903964,0.8398479913137894,0.8386876281613124,0.9541213063763608,0.8926882502728265,0.8694728509571814
186,0.47061367041314633,0.40843056202193684,0.8452768729641694,0.8532110091743119,0.9401244167962675,0.8945615982241953,0.869983329044385
187,0.4661386941253481,0.41470816864123433,0.8257328990228013,0.8131083711875405,0.9743390357698289,0.8864520693314467,0.8600555791758505
188,0.458265199447094,0.3847268165516931,0.8458197611292074,0.8538135593220338,0.9401244167962675,0.8948926720947447,0.8712853978092798
189,0.46401487892714705,0.408445057179071,0.8241042345276873,0.8206666666666667,0.9572317262830482,0.8837042354630295,0.863749202815042
190,0.47746201577942515,0.3923228527383877,0.8371335504885994,0.8506401137980085,0.9300155520995335,0.888558692421991,0.8640394061111918
191,0.4621922279514247,0.38153524022148955,0.8414766558089034,0.8399452804377565,0.9548989113530326,0.893740902474527,0.8725539008917282
192,0.4620123306934176,0.3930560474351744,0.8420195439739414,0.8395904436860068,0.9564541213063764,0.8942202835332607,0.8700910189422335
193,0.46475330519587005,0.3894585771941207,0.8431053203040174,0.8412046543463382,0.9556765163297045,0.8947943210775391,0.8698756391465365
194,0.4568392032428395,0.39876164649648593,0.8268186753528773,0.8282416836388323,0.9486780715396579,0.8843783979702791,0.8654358783579669
195,0.4606784658159072,0.40000493324540726,0.8246471226927253,0.8225050234427328,0.9548989113530326,0.8837711406980928,0.8600772570124305
196,0.4568065962523256,0.4036794150496927,0.8447339847991314,0.8472222222222222,0.9486780715396579,0.8950843727072634,0.8687679716258098
197,0.4587726455075503,0.3893353908315673,0.8414766558089034,0.8344549125168237,0.9642301710730948,0.8946608946608947,0.869982629759334
198,0.4618281518033214,0.40211696267516295,0.8273615635179153,0.8213811420982736,0.9618973561430794,0.8861031518624641,0.8674435257392841
199,0.4683184911040634,0.38740709589048006,0.8431053203040174,0.8352387357094821,0.9657853810264385,0.8957807428777498,0.8717902816160756
200,0.4629267699709411,0.41676710450558657,0.8311617806731814,0.819672131147541,0.9720062208398134,0.8893632159373889,0.8683700784318114
201,0.4690514061318735,0.38431772385824,0.8387622149837134,0.8298865910607072,0.9673405909797823,0.8933572710951526,0.8696064144019154
202,0.45386664818914574,0.390670896806106,0.8452768729641694,0.848780487804878,0.9471228615863142,0.8952590959206174,0.874205612182105
203,0.45543428804970676,0.4108463647440642,0.8306188925081434,0.8220899470899471,0.9665629860031104,0.8884917798427449,0.8699134005392887
204,0.45784716033221917,0.3928332389954247,0.8333333333333334,0.8235294117647058,0.968895800933126,0.8903179707038228,0.870586112758316
205,0.45886765542822233,0.4019421730574775,0.8414766558089034,0.8418156808803301,0.9517884914463453,0.8934306569343066,0.8707413540396298
206,0.5113714271561179,0.4707578911519853,0.7643865363735071,0.7514757969303424,0.9898911353032659,0.8543624161073825,0.8490761045906664
207,0.5066055365998904,0.44402921568687265,0.7801302931596091,0.7714109673444239,0.973561430793157,0.8607768992781024,0.850715228750126
208,0.4826546912640468,0.41827533267090555,0.8170466883821933,0.8103335513407456,0.963452566096423,0.8802841918294849,0.857589200801101
209,0.49572036231940303,0.4070343620484608,0.8213897937024973,0.8137704918032787,0.9650077760497667,0.8829598007826396,0.8625093704196829
210,0.4805265312303883,0.410040720407401,0.8311617806731814,0.826523777628935,0.9595645412130638,0.888089240734077,0.8612003088042784
211,0.48298127175988864,0.46531183436820356,0.7643865363735071,0.7526690391459074,0.9867807153965785,0.8539703903095559,0.8441818085189702
212,0.5027861569058117,0.43265001250918345,0.7828447339847991,0.7782663316582915,0.963452566096423,0.8610145934676859,0.8536389395482059
213,0.47766489421053043,0.4335457015374067,0.8110749185667753,0.7972116603295311,0.9782270606531882,0.8784916201117319,0.8563871297984941
214,0.47583846925293544,0.433454173525045,0.8327904451682954,0.842436974789916,0.9354587869362364,0.8865143699336773,0.8594318169103907
215,0.47767074156430483,0.4028178407496143,0.8230184581976113,0.816622691292876,0.9626749611197511,0.8836545324768023,0.8651323886458485
216,0.4828183406415526,0.43517606625339494,0.7855591748099892,0.7691842900302115,0.9898911353032659,0.865691941516491,0.8640736710786892
217,0.4911858409555049,0.4388971660735164,0.7937024972855592,0.7878017789072427,0.9642301710730948,0.8671328671328671,0.8508005415263434
