# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Fri Oct  3 16:09:41 2025
#
# User preference: *
#
# COLUMN toi:            TESS Object of Interest
# COLUMN toipfx:         TESS Object of Interest Prefix
# COLUMN tid:            TESS Input Catalog ID
# COLUMN tfopwg_disp:    TFOPWG Dispostion (CP | FP | KP | PC)
# COLUMN pl_orbper:      Planet Orbital Period Value [days]
# COLUMN pl_orbpererr1:  Planet Orbital Period Upper Unc [days]
# COLUMN pl_orbpererr2:  Planet Orbital Period Lower Unc [days]
# COLUMN pl_orbperlim:   Planet Orbital Period Limit Flag
# COLUMN pl_trandurh:    Planet Transit Duration Value [hours]
# COLUMN pl_trandurherr1: Planet Transit Duration Upper Unc [hours]
# COLUMN pl_trandurherr2: Planet Transit Duration Lower Unc [hours]
# COLUMN pl_trandurhlim: Planet Transit Duration Limit Flag
# COLUMN pl_trandep:     Planet Transit Depth Value [ppm]
# COLUMN pl_trandeperr1: Planet Transit Depth Upper Unc [ppm]
# COLUMN pl_trandeperr2: Planet Transit Depth Lower Unc [ppm]
# COLUMN pl_trandeplim:  Planet Transit Depth Limit Flag
# COLUMN pl_rade:        Planet Radius Value [R_Earth]
# COLUMN pl_radeerr1:    Planet Radius Upper Unc [R_Earth]
# COLUMN pl_radeerr2:    Planet Radius Lower Unc [R_Earth]
# COLUMN pl_radelim:     Planet Radius Limit Flag
# COLUMN pl_insol:       Planet Insolation Value [Earth flux]
# COLUMN pl_insolerr1:   Planet Insolation Upper Unc [Earth flux]
# COLUMN pl_insolerr2:   Planet Insolation Lower Unc [Earth flux]
# COLUMN pl_insollim:    Planet Insolation Limit Flag
# COLUMN pl_eqt:         Planet Equilibrium Temperature Value [K]
# COLUMN pl_eqterr1:     Planet Equilibrium Temperature Upper Unc [K]
# COLUMN pl_eqterr2:     Planet Equilibrium Temperature Lower Unc [K]
# COLUMN pl_eqtlim:      Planet Equilibrium Temperature Limit Flag
# COLUMN st_dist:        Stellar Distance [pc]
# COLUMN st_disterr1:    Stellar Distance Upper Unc [pc]
# COLUMN st_disterr2:    Stellar Distance Lower Unc [pc]
# COLUMN st_distlim:     Stellar Distance Limit Flag
# COLUMN st_teff:        Stellar Effective Temperature Value [K]
# COLUMN st_tefferr1:    Stellar Effective Termperature Upper Unc [K]
# COLUMN st_tefferr2:    Stellar Effective Temperature Lower Unc [K]
# COLUMN st_tefflim:     Stellar Effective Temperature Limit Flag
# COLUMN st_logg:        Stellar log(g) Value [cm/s**2]
# COLUMN st_loggerr1:    Stellar log(g) Upper Unc [cm/s**]
# COLUMN st_loggerr2:    Stellar log(g) Lower Unc [cm/s**2]
# COLUMN st_logglim:     Stellar log(g) Limit Flag
# COLUMN st_rad:         Stellar Radius Value [R_Sun]
# COLUMN st_raderr1:     Stellar Radius Upper Unc [R_Sun]
# COLUMN st_raderr2:     Stellar Radius Lower Unc [R_Sun]
# COLUMN st_radlim:      Stellar Radius Limit Flag
#
loc_rowid,toi,toipfx,tid,tfopwg_disp,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_trandurh,pl_trandurherr1,pl_trandurherr2,pl_trandurhlim,pl_trandep,pl_trandeperr1,pl_trandeperr2,pl_trandeplim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,st_dist,st_disterr1,st_disterr2,st_distlim,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_logg,st_loggerr1,st_loggerr2,st_logglim,st_rad,st_raderr1,st_raderr2,st_radlim
4708,5104.01,5104,415443327,PC,4.8903760,0.0014709,-0.0014709,0,3.9844446,0.2925794,-0.2925794,0,12039.4608136,755.9886500,-755.9886500,0,16.1683559,1.0929224,-1.0929224,0,796.3219695,,,,1354.8522096,,,,1026.2800000,39.9040000,-39.9040000,0,6278.0000000,122.0000000,-122.0000000,0,4.2077100,,,0,1.4458801,,,0
4709,5105.01,5105,203287192,PC,4.4455436,0.0000028,-0.0000028,0,4.1520000,0.0410000,-0.0410000,0,5839.0000000,39.5051000,-39.5051000,0,15.8181000,0.8059380,-0.8059380,0,905.9970000,,,,1528.0000000,,,,923.3540000,32.4210000,-32.4210000,0,6355.8000000,103.2000000,-103.2000000,0,3.8900000,0.0900000,-0.0900000,0,2.1100000,0.1100000,-0.1100000,0
4710,5106.01,5106,59351345,PC,2.4361097,0.0000056,-0.0000056,0,1.0950000,0.2780000,-0.2780000,0,840.0000000,1.8225700,-1.8225700,0,7.7974100,0.5738090,-0.5738090,0,807.3750000,,,,1485.0000000,,,,450.4900000,15.0935000,-15.0935000,0,7182.5000000,135.7000000,-135.7000000,0,3.9100000,0.1000000,-0.1000000,0,2.3300000,0.1400000,-0.1400000,0
4711,5107.01,5107,97735297,FP,1.8354365,0.0001606,-0.0001606,0,1.6330000,0.3820000,-0.3820000,0,310.0000000,1.0297600,-1.0297600,0,5.7988000,0.7884720,-0.7884720,0,6809.5200000,,,,2530.0000000,,,,650.9430000,82.0725000,-82.0725000,0,9758.0000000,344.1000000,-344.1000000,0,3.8000000,0.1200000,-0.1200000,0,3.2700000,0.3900000,-0.3900000,0
4712,5108.01,5108,350348197,CP,6.7535728,0.0000226,-0.0000226,0,2.1730000,0.2100000,-0.2100000,0,1740.0000000,59.1636000,-59.1636000,0,6.2879600,0.3280780,-0.3280780,0,122.7850000,,,,927.0000000,,,,130.9190000,1.6790000,-1.6790000,0,5880.0000000,130.1000000,-130.1000000,0,4.2200000,0.0800000,-0.0800000,0,1.3200000,0.0700000,-0.0700000,0
4713,5109.01,5109,411930845,PC,3.2104815,0.0001071,-0.0001071,0,1.6930000,0.4100000,-0.4100000,0,1600.0000000,2.5414500,-2.5414500,0,20.5754000,1.7119100,-1.7119100,0,2847.0400000,,,,2035.0000000,,,,1165.1300000,78.9050000,-78.9050000,0,9124.0000000,172.7000000,-172.7000000,0,3.4600000,0.0900000,-0.0900000,0,4.7100000,0.3400000,-0.3400000,0
4714,511.01,511,440777904,KP,3.3552444,0.0000006,-0.0000006,0,3.7362246,0.0185962,-0.0185962,0,11199.9266299,43.9806250,-43.9806250,0,15.4971874,0.7699308,-0.7699308,0,1294.9289564,,,,1529.9640816,,,,415.3440000,6.5355000,-6.5355000,0,6373.0000000,,,0,4.2728300,,,0,1.4188600,0.0702563,-0.0702563,0
4715,5110.01,5110,239977528,CP,30.1584857,0.0001520,-0.0001520,0,3.8520000,0.1990000,-0.1990000,0,2293.0000000,91.4186000,-91.4186000,0,11.2128000,0.6184380,-0.6184380,0,15.1027000,,,,549.0000000,,,,392.2590000,8.0990000,-8.0990000,0,6083.0000000,149.4000000,-149.4000000,0,3.7400000,0.0900000,-0.0900000,0,2.3800000,0.1200000,-0.1200000,0
4716,5111.01,5111,203289099,KP,3.3557219,0.0000066,-0.0000066,0,1.5990000,0.0880000,-0.0880000,0,1101.0000000,24.2749000,-24.2749000,0,1.9149000,0.0624086,-0.0624086,0,37.2966000,,,,688.0000000,,,,75.1691000,0.3067500,-0.3067500,0,3807.0000000,157.0000000,-157.0000000,0,4.6800000,0.0100000,-0.0100000,0,0.5600000,0.0200000,-0.0200000,0
4717,5112.01,5112,337385330,PC,15.5328060,0.0001054,-0.0001054,0,3.5640000,0.9610000,-0.9610000,0,1236.0000000,112.1980000,-112.1980000,0,2.1774200,0.1315700,-0.1315700,0,31.4267000,,,,659.0000000,,,,43.8372000,0.0870000,-0.0870000,0,3973.0000000,157.0000000,-157.0000000,0,4.6500000,0.0100000,-0.0100000,0,0.6100000,0.0200000,-0.0200000,0
4718,5113.01,5113,2685481,PC,4.1364880,0.0000309,-0.0000309,0,2.5510000,0.3440000,-0.3440000,0,462.0000000,32.4726000,-32.4726000,0,2.7577100,0.1901780,-0.1901780,0,405.9320000,,,,1250.0000000,,,,222.8740000,2.5050000,-2.5050000,0,6113.0000000,192.4000000,-192.4000000,0,4.2100000,0.0900000,-0.0900000,0,1.3900000,0.0700000,-0.0700000,0
4719,5114.01,5114,26693519,PC,6.1539077,0.0000182,-0.0000182,0,2.1150000,0.4930000,-0.4930000,0,1636.0000000,122.2410000,-122.2410000,0,22.3615000,1.2775300,-1.2775300,0,114.0330000,,,,910.0000000,,,,,,,0,5234.4000000,178.8000000,-178.8000000,0,,,,0,5.6300000,0.1800000,-0.1800000,0
4720,5115.01,5115,366499151,PC,13.8240078,0.0001263,-0.0001263,0,3.5120000,0.4590000,-0.4590000,0,1140.0000000,1.1425100,-1.1425100,0,2.3817100,0.1698230,-0.1698230,0,35.7320000,,,,681.0000000,,,,207.6180000,2.0610000,-2.0610000,0,5129.0000000,127.0000000,-127.0000000,0,4.6700000,0.0900000,-0.0900000,0,0.7100000,0.0400000,-0.0400000,0
4721,5116.01,5116,149496868,PC,3.4355113,0.0000043,-0.0000043,0,2.1100000,0.1090000,-0.1090000,0,2580.0000000,0.1693850,-0.1693850,0,4.1836800,0.2821200,-0.2821200,0,146.5770000,,,,969.0000000,,,,197.2340000,2.0595000,-2.0595000,0,4870.0000000,126.5000000,-126.5000000,0,4.5300000,0.0900000,-0.0900000,0,0.8000000,0.0500000,-0.0500000,0
4722,5117.01,5117,26469462,PC,11.6986928,0.0001808,-0.0001808,0,3.3700000,0.2220000,-0.2220000,0,930.0000000,1.8044000,-1.8044000,0,3.5187700,0.2289100,-0.2289100,0,89.0703000,,,,855.0000000,,,,217.7860000,1.7845000,-1.7845000,0,6247.5000000,109.3000000,-109.3000000,0,4.3900000,0.0800000,-0.0800000,0,1.1600000,0.0500000,-0.0500000,0
4723,5118.01,5118,438412198,PC,1.5749553,0.0000240,-0.0000240,0,2.2160000,0.4020000,-0.4020000,0,304.0000000,25.4399000,-25.4399000,0,2.5118600,0.1880600,-0.1880600,0,3031.4900000,,,,2067.0000000,,,,280.3700000,3.4600000,-3.4600000,0,6635.0000000,234.1000000,-234.1000000,0,4.1900000,0.1000000,-0.1000000,0,1.5700000,0.0700000,-0.0700000,0
4724,5119.01,5119,75427473,FP,1.4713984,0.0000175,-0.0000175,0,3.0280000,0.4530000,-0.4530000,0,236.0000000,13.7886000,-13.7886000,0,3.6261300,,,0,2280.5700000,,,,1925.0000000,,,,179.3270000,1.7030000,-1.7030000,0,5110.7000000,14.5000000,-14.5000000,0,,,,0,2.6600000,,,0
4725,512.01,512,119292328,CP,7.1887332,0.0000451,-0.0000451,0,2.9505752,0.4082451,-0.4082451,0,285.2579990,24.1535600,-24.1535600,0,1.5254582,1.1745087,-1.1745087,0,112.4619017,,,,830.5601795,,,,67.3975000,0.1165500,-0.1165500,0,5581.0000000,187.0000000,-187.0000000,0,4.5216600,0.2653300,-0.2653300,0,0.8826750,0.0489950,-0.0489950,0
4726,512.02,512,119292328,APC,20.2749388,0.0004533,-0.0004533,0,5.7880000,0.9000000,-0.9000000,0,410.0000000,1.7951800,-1.7951800,0,1.7439800,0.1621560,-0.1621560,0,56.5944000,,,,764.0000000,,,,67.3975000,0.1165500,-0.1165500,0,5581.0000000,187.0000000,-187.0000000,0,4.5216600,0.2653300,-0.2653300,0,0.8800000,0.0500000,-0.0500000,0
4727,5120.01,5120,58723861,PC,24.9163182,0.0000498,-0.0000498,0,6.7450000,0.1310000,-0.1310000,0,6260.0000000,0.6315760,-0.6315760,0,12.0398000,0.5239960,-0.5239960,0,51.1862000,,,,745.0000000,,,,229.9620000,1.9610000,-1.9610000,0,5778.4000000,103.5000000,-103.5000000,0,4.1200000,0.0700000,-0.0700000,0,1.4700000,0.0600000,-0.0600000,0
4728,5121.01,5121,366568760,KP,8.4071591,0.0000223,-0.0000223,0,5.0020000,0.2260000,-0.2260000,0,533.0000000,22.5152000,-22.5152000,0,10.1248000,,,0,114.1490000,,,,910.0000000,,,,878.4300000,49.9400000,-49.9400000,0,4642.6000000,29.9000000,-29.9000000,0,,,,0,4.7100000,,,0
4729,5122.01,5122,116668723,PC,3.3885867,0.0000143,-0.0000143,0,1.3770000,0.4000000,-0.4000000,0,639.0000000,948.5120000,-948.5120000,0,6.1291700,1.7371800,-1.7371800,0,1838.7000000,,,,1824.0000000,,,,183.6370000,2.2240000,-2.2240000,0,6148.7000000,149.0000000,-149.0000000,0,4.2500000,0.0900000,-0.0900000,0,1.3400000,0.0900000,-0.0900000,0
4730,5123.01,5123,332022997,KP,3.2810299,0.0000158,-0.0000158,0,1.9734854,0.3763437,-0.3763437,0,1163.6040257,86.4521200,-86.4521200,0,2.5044826,1.9360542,-1.9360542,0,161.2475751,,,,908.8517497,,,,123.4380000,0.7100000,-0.7100000,0,4783.6000000,103.0000000,-103.0000000,0,4.5900000,0.0800000,-0.0800000,0,0.7353450,0.0434171,-0.0434171,0
4731,5123.02,5123,332022997,KP,8.4388997,0.0000615,-0.0000615,0,2.5274041,0.3636574,-0.3636574,0,1269.2030732,143.4144700,-143.4144700,0,3.0161255,0.4686422,-0.4686422,0,45.7571538,,,,663.3374243,,,,123.4380000,0.7100000,-0.7100000,0,4783.6000000,103.0000000,-103.0000000,0,4.5900000,0.0800000,-0.0800000,0,0.7353450,0.0434171,-0.0434171,0
4732,5124.01,5124,306902029,FP,1.0754572,0.0000838,-0.0000838,0,1.8320000,0.2580000,-0.2580000,0,690.0000000,0.8305440,-0.8305440,0,8.4070500,0.5677440,-0.5677440,0,3593.5300000,,,,2156.0000000,,,,588.7880000,17.2010000,-17.2010000,0,6290.0000000,152.2000000,-152.2000000,0,3.4900000,0.0900000,-0.0900000,0,3.2900000,0.1800000,-0.1800000,0
4733,5125.01,5125,247906954,PC,5.9096210,0.0000219,-0.0000219,0,2.7840000,0.7420000,-0.7420000,0,435.0000000,22.2911000,-22.2911000,0,2.9615400,0.1656510,-0.1656510,0,468.7600000,,,,1296.0000000,,,,171.5060000,1.6725000,-1.6725000,0,6710.0000000,142.9000000,-142.9000000,0,4.2100000,0.0900000,-0.0900000,0,1.5500000,0.0700000,-0.0700000,0
4734,5126.01,5126,27064468,CP,5.4589863,0.0000780,-0.0000780,0,3.3900000,0.1640000,-0.1640000,0,1230.0000000,0.4636670,-0.4636670,0,4.4057100,0.2251160,-0.2251160,0,402.1950000,,,,1247.0000000,,,,160.4140000,1.5980000,-1.5980000,0,6223.0000000,130.6000000,-130.6000000,0,4.3300000,0.0800000,-0.0800000,0,1.2400000,0.0600000,-0.0600000,0
4735,5126.02,5126,27064468,CP,17.9051919,0.0002375,-0.0002375,0,4.5550000,0.7390000,-0.7390000,0,771.0000000,43.0811000,-43.0811000,0,3.0063300,0.1938850,-0.1938850,0,76.5725000,,,,824.0000000,,,,160.4140000,1.5980000,-1.5980000,0,6223.0000000,130.6000000,-130.6000000,0,4.3300000,0.0800000,-0.0800000,0,1.2400000,0.0600000,-0.0600000,0
4736,5127.01,5127,438170612,PC,17.5328625,0.0002295,-0.0002295,0,3.1100000,1.2530000,-1.2530000,0,547.0000000,63.2083000,-63.2083000,0,2.6032400,0.2419060,-0.2419060,0,53.5244000,,,,753.0000000,,,,162.5820000,5.4915000,-5.4915000,0,6160.0000000,140.0000000,-140.0000000,0,4.3900000,0.0800000,-0.0800000,0,1.1400000,0.0700000,-0.0700000,0
4737,5128.01,5128,406495245,PC,7.6014943,0.0000119,-0.0000119,0,3.0180000,0.5220000,-0.5220000,0,1898.0000000,66.0068000,-66.0068000,0,9.0079600,0.3890990,-0.3890990,0,492.3700000,,,,1312.0000000,,,,193.9980000,4.4020000,-4.4020000,0,7642.0000000,138.8000000,-138.8000000,0,4.0900000,0.0800000,-0.0800000,0,1.9900000,0.0800000,-0.0800000,0
4738,5129.01,5129,101520163,PC,7.4121119,0.0000540,-0.0000540,0,1.7800000,0.4810000,-0.4810000,0,979.0000000,70.9286000,-70.9286000,0,3.6822000,0.2464790,-0.2464790,0,82.6575000,,,,840.0000000,,,,201.9120000,2.7075000,-2.7075000,0,6178.0000000,135.5000000,-135.5000000,0,4.3600000,0.0800000,-0.0800000,0,1.1900000,0.0600000,-0.0600000,0
4739,513.01,513,431999925,FP,1.4454330,0.0009680,-0.0009680,0,3.6843430,0.7202410,-0.7202410,0,16635.2899400,2183.4067000,-2183.4067000,0,3.4936270,0.9758230,-0.9758230,0,29.2577267,,,,593.1709781,,,,190.2254000,,,0,3266.0000000,101.0000000,-101.0000000,0,4.9854600,0.5279450,-0.5279450,0,0.2690000,0.0600000,-0.0600000,0
4740,5130.01,5130,75589027,PC,2.1667786,0.0000389,-0.0000389,0,4.4160000,0.4130000,-0.4130000,0,282.0000000,16.4382000,-16.4382000,0,1.7797500,0.1108300,-0.1108300,0,4654.0900000,,,,2301.0000000,,,,101.5500000,0.6565000,-0.6565000,0,6224.0000000,135.5000000,-135.5000000,0,4.3600000,0.0900000,-0.0900000,0,1.2000000,0.0500000,-0.0500000,0
4741,5131.01,5131,350043412,PC,9.4813433,0.0000123,-0.0000123,0,1.0190000,0.0310000,-0.0310000,0,9450.0000000,3.6185000,-3.6185000,0,6.3705100,,,0,2.7971200,,,,360.0000000,,,,215.1800000,1.6240000,-1.6240000,0,4427.0000000,122.0000000,-122.0000000,0,4.6700000,,,0,0.6300000,,,0
4742,5132.01,5132,114516994,APC,1.5985577,0.0000647,-0.0000647,0,1.1900000,0.1230000,-0.1230000,0,2590.0000000,1.5760000,-1.5760000,0,11.0534000,0.5183170,-0.5183170,0,1717.9600000,,,,1793.0000000,,,,493.9100000,12.1515000,-12.1515000,0,7947.0000000,233.4000000,-233.4000000,0,4.0400000,0.0800000,-0.0800000,0,2.2000000,0.0800000,-0.0800000,0
4743,5133.01,5133,312221462,FP,30.4408598,0.0006410,-0.0006410,0,4.5860000,1.1740000,-1.1740000,0,1500.0000000,26.1023000,-26.1023000,0,7.1946800,0.9894140,-0.9894140,0,371.7460000,,,,1223.0000000,,,,404.9550000,8.7750000,-8.7750000,0,8158.9000000,134.1000000,-134.1000000,0,4.3400000,0.0900000,-0.0900000,0,1.5800000,0.1000000,-0.1000000,0
4744,5134.01,5134,95010343,FP,6.8804590,0.0000388,-0.0000388,0,2.0370000,0.3910000,-0.3910000,0,445.0000000,32.6800000,-32.6800000,0,2.7763300,0.1709150,-0.1709150,0,123.9420000,,,,929.0000000,,,,149.9690000,0.9485000,-0.9485000,0,6474.0000000,128.7000000,-128.7000000,0,4.3200000,0.0900000,-0.0900000,0,1.3100000,0.0600000,-0.0600000,0
4745,5135.01,5135,172110606,FP,2.0197299,0.0000055,-0.0000055,0,2.5630000,0.5880000,-0.5880000,0,426.0000000,16.1069000,-16.1069000,0,3.2994300,0.1839880,-0.1839880,0,1353.1200000,,,,1689.0000000,,,,152.9700000,0.9120000,-0.9120000,0,5810.0000000,139.5000000,-139.5000000,0,3.9600000,0.0800000,-0.0800000,0,1.7700000,0.0900000,-0.0900000,0
4746,5136.01,5136,175236511,KP,7.8092052,0.0000171,-0.0000171,0,3.3930000,0.5340000,-0.5340000,0,480.0000000,0.1013940,-0.1013940,0,2.7088900,0.1350450,-0.1350450,0,230.6280000,,,,1085.0000000,,,,446.8210000,8.5460000,-8.5460000,0,5906.9000000,108.1000000,-108.1000000,0,4.3000000,0.0800000,-0.0800000,0,1.2200000,0.0600000,-0.0600000,0
4747,5137.01,5137,14570132,PC,3.2092033,0.0000010,-0.0000010,0,0.6770000,0.1110000,-0.1110000,0,2038.0000000,335.7820000,-335.7820000,0,6.3387700,,,0,67.6268000,,,,,,,,238.7750000,,,0,5060.5000000,,,0,,,,0,0.9100000,,,0
4748,5138.01,5138,38087018,KP,1.7292681,0.0000053,-0.0000053,0,1.8278099,0.1063093,-0.1063093,0,23043.2055193,977.4027000,-977.4027000,0,12.6001269,0.5737157,-0.5737157,0,313.9308182,,,,1073.5647360,,,,495.3170000,10.5560000,-10.5560000,0,4377.0000000,122.0000000,-122.0000000,0,4.5015600,,,0,0.7664950,,,0
4749,5139.01,5139,95337971,PC,5.9471027,0.0004480,-0.0004480,0,1.5440000,0.4090000,-0.4090000,0,3540.0000000,1955.3600000,-1955.3600000,0,7.1443700,2.9112900,-2.9112900,0,47.8442000,,,,732.0000000,,,,131.2190000,0.9400000,-0.9400000,0,3859.0000000,157.0000000,-157.0000000,0,4.6538400,0.0110040,-0.0110040,0,0.6000000,0.0200000,-0.0200000,0
4750,514.01,514,366576758,KP,11.3909685,0.0000218,-0.0000218,0,3.8062467,0.1919009,-0.1919009,0,16337.7657792,497.2490000,-497.2490000,0,11.1984741,0.6001173,-0.6001173,0,46.9021418,,,,667.4487415,,,,475.7580000,8.1160000,-8.1160000,0,5027.0000000,,,0,4.5193500,,,0,0.8759360,,,0
4751,5140.01,5140,175193677,PC,15.6113633,0.0011265,-0.0011265,0,3.2002615,0.1838049,-0.1838049,0,520.4897607,34.0232100,-34.0232100,0,2.9033347,0.5247555,-0.5247555,0,111.9728668,,,,829.6557911,,,,35.2600000,0.0525500,-0.0525500,0,6061.7700000,141.9540000,-141.9540000,0,4.3143900,0.0884508,-0.0884508,0,1.2256800,0.0643367,-0.0643367,0
4752,5141.01,5141,350020859,KP,11.8141726,0.0007113,-0.0007113,0,5.5649352,0.1404440,-0.1404440,0,1504.8941670,34.6673500,-34.6673500,0,6.9724932,0.5843989,-0.5843989,0,275.6427299,,,,1039.2173413,,,,132.3450000,0.8035000,-0.8035000,0,5609.0000000,128.9320000,-128.9320000,0,3.9308300,0.0760211,-0.0760211,0,1.7859800,0.0933392,-0.0933392,0
4753,5142.01,5142,393495970,KP,1.7554285,0.0000170,-0.0000170,0,1.7729986,0.0212823,-0.0212823,0,14716.5922677,132.9527400,-132.9527400,0,12.6229850,0.7464507,-0.7464507,0,867.7365296,,,,1384.2569724,,,,185.9320000,1.4690000,-1.4690000,0,5306.0000000,130.7000000,-130.7000000,0,4.4300000,0.0800000,-0.0800000,0,0.9652220,0.0564422,-0.0564422,0
4754,5143.01,5143,281837575,PC,5.2097100,0.0000040,-0.0000040,0,1.6975678,0.0358607,-0.0358607,0,11394.4691538,253.2338600,-253.2338600,0,12.0204139,1.8070215,-1.8070215,0,158.1645607,,,,904.4759937,,,,181.3800000,2.1060000,-2.1060000,0,5296.3800000,107.3920000,-107.3920000,0,4.5340700,0.0772605,-0.0772605,0,0.8541200,0.0427136,-0.0427136,0
4755,5143.02,5143,281837575,PC,2.3843304,0.0000152,-0.0000152,0,1.9448395,0.6311885,-0.6311885,0,1128.6229858,106.5898740,-106.5898740,0,2.8597467,3.5464292,-3.5464292,0,448.4410045,,,,1173.6702026,,,,181.3800000,2.1060000,-2.1060000,0,5296.3800000,107.3920000,-107.3920000,0,4.5340700,0.0772605,-0.0772605,0,0.8541200,0.0427136,-0.0427136,0
4756,5144.01,5144,380619414,KP,2.6556753,0.0000110,-0.0000110,0,2.6111014,0.0096826,-0.0096826,0,20259.2262626,63.7714960,-63.7714960,0,,,,0,640.3257634,,,,1282.9803167,,,,141.8870000,1.2185000,-1.2185000,0,5817.3000000,609.9000000,-609.9000000,0,,,,0,,,,0
4757,5145.01,5145,281885301,KP,7.9177855,0.0006128,-0.0006128,0,3.1506390,0.2048281,-0.2048281,0,6150.3984312,254.8217200,-254.8217200,0,6.5930786,0.7292779,-0.7292779,0,88.7066260,,,,782.7242061,,,,289.8270000,5.5745000,-5.5745000,0,5322.0000000,104.3140000,-104.3140000,0,4.5528000,0.0768234,-0.0768234,0,0.8404760,0.0425352,-0.0425352,0
4758,5146.01,5146,173103335,KP,10.0546003,0.0000545,-0.0000545,0,2.6406210,0.4030828,-0.4030828,0,1321.0200310,101.4481350,-101.4481350,0,2.1128666,0.5471421,-0.5471421,0,11.5485637,,,,470.1665660,,,,44.0727000,0.1081500,-0.1081500,0,3920.0000000,157.0000000,-157.0000000,0,4.6932000,0.0097399,-0.0097399,0,0.5508560,0.0164328,-0.0164328,0
4759,5147.01,5147,95361530,PC,3.9178573,0.0000928,-0.0000928,0,0.7390000,0.1440000,-0.1440000,0,4270.0000000,20.3528000,-20.3528000,0,7.0751100,0.5656140,-0.5656140,0,17.9382000,,,,573.0000000,,,,272.7470000,4.3160000,-4.3160000,0,5174.3900000,100.0090000,-100.0090000,0,4.4946000,0.0755123,-0.0755123,0,0.8800000,0.0400000,-0.0400000,0
4760,5148.01,5148,291517604,PC,5.0637114,0.0000095,-0.0000095,0,6.0230000,0.2470000,-0.2470000,0,4940.0000000,0.2784020,-0.2784020,0,13.5595000,0.7305110,-0.7305110,0,843.5130000,,,,1501.0000000,,,,237.5140000,3.0440000,-3.0440000,0,5447.0000000,126.6000000,-126.6000000,0,3.8600000,0.0800000,-0.0800000,0,1.9100000,0.1000000,-0.1000000,0
4761,5149.01,5149,286094277,PC,27.3714952,0.0000810,-0.0000810,0,9.7083210,0.0704824,-0.0704824,0,11052.8460427,92.2821300,-92.2821300,0,18.3071322,0.9397903,-0.9397903,0,95.4886533,,,,797.2741655,,,,298.4580000,4.4835000,-4.4835000,0,5903.0000000,334.0000000,-334.0000000,0,4.0000000,0.1100000,-0.1100000,0,1.7058100,0.0866133,-0.0866133,0
4762,515.01,515,366622912,CP,3.1148931,0.0000017,-0.0000017,0,2.3721346,0.0473038,-0.0473038,0,25980.7010915,359.7051700,-359.7051700,0,12.1120086,0.2193787,-0.2193787,0,198.0921858,,,,956.8339703,,,,442.8130000,6.8055000,-6.8055000,0,4973.0000000,172.0000000,-172.0000000,0,4.4380000,,,0,0.7495600,,,0
4763,5150.01,5150,40954422,FP,1.7578288,0.0000053,-0.0000053,0,3.2180000,0.3900000,-0.3900000,0,2116.0000000,619.8880000,-619.8880000,0,13.9433000,1.9048000,-1.9048000,0,29799.8000000,,,,3660.0000000,,,,434.3040000,5.3045000,-5.3045000,0,6640.0000000,178.4000000,-178.4000000,0,3.7600000,0.0900000,-0.0900000,0,2.5900000,0.1100000,-0.1100000,0
4764,5151.01,5151,388130237,PC,92.1950434,0.0002252,-0.0002252,0,4.4250000,0.2130000,-0.2130000,0,27400.0000000,9.7183600,-9.7183600,0,16.0082000,0.8828580,-0.8828580,0,1.3222600,,,,298.0000000,,,,485.4210000,3.9540000,-3.9540000,0,5643.0000000,129.6000000,-129.6000000,0,4.4400000,0.0800000,-0.0800000,0,1.0000000,0.0500000,-0.0500000,0
4765,5152.01,5152,257527578,CP,54.3212423,0.0070340,-0.0070340,0,4.0240000,0.7210000,-0.7210000,0,3708.0000000,6.4541000,-6.4541000,0,11.6348000,0.7535510,-0.7535510,0,6.7645300,,,,449.0000000,,,,382.8980000,7.2960000,-7.2960000,0,6207.0000000,129.4000000,-129.4000000,0,3.9900000,0.0800000,-0.0800000,0,1.8200000,0.0900000,-0.0900000,0
4766,5153.01,5153,124029677,CP,20.9108406,0.0000669,-0.0000669,0,4.4780000,0.2430000,-0.2430000,0,5936.0000000,1.9659300,-1.9659300,0,11.3547000,0.5453640,-0.5453640,0,49.5559000,,,,739.0000000,,,,390.4840000,4.4570000,-4.4570000,0,6408.0000000,125.6000000,-125.6000000,0,4.2700000,0.0900000,-0.0900000,0,1.3800000,0.0600000,-0.0600000,0
4767,5154.01,5154,240849748,APC,17.7256773,0.0000123,-0.0000123,0,1.6290000,0.0810000,-0.0810000,0,2860.0000000,176.9850000,-176.9850000,0,15.4613000,2.5172300,-2.5172300,0,39.2740000,,,,697.0000000,,,,338.4910000,7.9120000,-7.9120000,0,6010.0000000,124.4000000,-124.4000000,0,4.0600000,0.0800000,-0.0800000,0,1.6300000,0.0800000,-0.0800000,0
