# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Fri Oct  3 16:09:41 2025
#
# User preference: *
#
# COLUMN toi:            TESS Object of Interest
# COLUMN toipfx:         TESS Object of Interest Prefix
# COLUMN tid:            TESS Input Catalog ID
# COLUMN tfopwg_disp:    TFOPWG Dispostion (CP | FP | KP | PC)
# COLUMN pl_orbper:      Planet Orbital Period Value [days]
# COLUMN pl_orbpererr1:  Planet Orbital Period Upper Unc [days]
# COLUMN pl_orbpererr2:  Planet Orbital Period Lower Unc [days]
# COLUMN pl_orbperlim:   Planet Orbital Period Limit Flag
# COLUMN pl_trandurh:    Planet Transit Duration Value [hours]
# COLUMN pl_trandurherr1: Planet Transit Duration Upper Unc [hours]
# COLUMN pl_trandurherr2: Planet Transit Duration Lower Unc [hours]
# COLUMN pl_trandurhlim: Planet Transit Duration Limit Flag
# COLUMN pl_trandep:     Planet Transit Depth Value [ppm]
# COLUMN pl_trandeperr1: Planet Transit Depth Upper Unc [ppm]
# COLUMN pl_trandeperr2: Planet Transit Depth Lower Unc [ppm]
# COLUMN pl_trandeplim:  Planet Transit Depth Limit Flag
# COLUMN pl_rade:        Planet Radius Value [R_Earth]
# COLUMN pl_radeerr1:    Planet Radius Upper Unc [R_Earth]
# COLUMN pl_radeerr2:    Planet Radius Lower Unc [R_Earth]
# COLUMN pl_radelim:     Planet Radius Limit Flag
# COLUMN pl_insol:       Planet Insolation Value [Earth flux]
# COLUMN pl_insolerr1:   Planet Insolation Upper Unc [Earth flux]
# COLUMN pl_insolerr2:   Planet Insolation Lower Unc [Earth flux]
# COLUMN pl_insollim:    Planet Insolation Limit Flag
# COLUMN pl_eqt:         Planet Equilibrium Temperature Value [K]
# COLUMN pl_eqterr1:     Planet Equilibrium Temperature Upper Unc [K]
# COLUMN pl_eqterr2:     Planet Equilibrium Temperature Lower Unc [K]
# COLUMN pl_eqtlim:      Planet Equilibrium Temperature Limit Flag
# COLUMN st_dist:        Stellar Distance [pc]
# COLUMN st_disterr1:    Stellar Distance Upper Unc [pc]
# COLUMN st_disterr2:    Stellar Distance Lower Unc [pc]
# COLUMN st_distlim:     Stellar Distance Limit Flag
# COLUMN st_teff:        Stellar Effective Temperature Value [K]
# COLUMN st_tefferr1:    Stellar Effective Termperature Upper Unc [K]
# COLUMN st_tefferr2:    Stellar Effective Temperature Lower Unc [K]
# COLUMN st_tefflim:     Stellar Effective Temperature Limit Flag
# COLUMN st_logg:        Stellar log(g) Value [cm/s**2]
# COLUMN st_loggerr1:    Stellar log(g) Upper Unc [cm/s**]
# COLUMN st_loggerr2:    Stellar log(g) Lower Unc [cm/s**2]
# COLUMN st_logglim:     Stellar log(g) Limit Flag
# COLUMN st_rad:         Stellar Radius Value [R_Sun]
# COLUMN st_raderr1:     Stellar Radius Upper Unc [R_Sun]
# COLUMN st_raderr2:     Stellar Radius Lower Unc [R_Sun]
# COLUMN st_radlim:      Stellar Radius Limit Flag
#
loc_rowid,toi,toipfx,tid,tfopwg_disp,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_trandurh,pl_trandurherr1,pl_trandurherr2,pl_trandurhlim,pl_trandep,pl_trandeperr1,pl_trandeperr2,pl_trandeplim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,st_dist,st_disterr1,st_disterr2,st_distlim,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_logg,st_loggerr1,st_loggerr2,st_logglim,st_rad,st_raderr1,st_raderr2,st_radlim
708,1601.01,1601,139375960,CP,5.3315500,0.0005200,-0.0005200,0,6.1910000,0.1500000,-0.1500000,0,4220.0000000,0.4676790,-0.4676790,0,14.6101000,0.7936980,-0.7936980,0,1071.4200000,,,,1593.0000000,,,,336.6080000,8.1935000,-8.1935000,0,5917.0000000,125.8000000,-125.8000000,0,3.7800000,0.0800000,-0.0800000,0,2.2200000,0.1200000,-0.1200000,0
709,1602.01,1602,129991079,FA,6.1595200,0.0048600,-0.0048600,0,3.8340000,0.8870000,-0.8870000,0,1230.0000000,5.4228200,-5.4228200,0,3.9051500,0.3270050,-0.3270050,0,487.5190000,,,,1309.0000000,,,,208.7710000,3.0245000,-3.0245000,0,6175.9000000,111.3000000,-111.3000000,0,4.4400000,0.0800000,-0.0800000,0,1.0900000,0.0500000,-0.0500000,0
710,1603.01,1603,73448352,KP,4.7321735,0.0000021,-0.0000021,0,2.5890000,0.0580000,-0.0580000,0,8121.0000000,149.3700000,-149.3700000,0,14.2690000,0.6529330,-0.6529330,0,379.5670000,,,,1229.0000000,,,,282.0960000,4.7510000,-4.7510000,0,6739.0000000,107.5000000,-107.5000000,0,4.2100000,0.0800000,-0.0800000,0,1.5600000,0.0700000,-0.0700000,0
711,1604.01,1604,118301361,FP,3.4660800,0.0011200,-0.0011200,0,4.4030000,0.2800000,-0.2800000,0,1620.0000000,443.0300000,-443.0300000,0,20.8363000,7.0455800,-7.0455800,0,23536.1000000,,,,3450.0000000,,,,380.0620000,7.3015000,-7.3015000,0,7249.8000000,123.1000000,-123.1000000,0,3.6900000,0.0800000,-0.0800000,0,3.0200000,0.1300000,-0.1300000,0
712,1605.01,1605,101037590,CP,8.7094632,0.0000145,-0.0000145,0,3.0270000,0.6930000,-0.6930000,0,4510.0000000,7151.7200000,-7151.7200000,0,20.9625000,5.3577000,-5.3577000,0,327.4720000,,,,1185.0000000,,,,159.7480000,1.5125000,-1.5125000,0,5597.0000000,146.5000000,-146.5000000,0,4.0300000,0.0800000,-0.0800000,0,1.5900000,0.0800000,-0.0800000,0
713,1606.01,1606,125735470,APC,4.7126743,0.0000073,-0.0000073,0,1.0610000,0.0790000,-0.0790000,0,1941.0000000,72.0373000,-72.0373000,0,6.9760200,0.1535610,-0.1535610,0,38.0033000,,,,691.0000000,,,,143.3120000,1.8100000,-1.8100000,0,5626.5000000,213.9000000,-213.9000000,0,,,,0,1.5500000,0.0100000,-0.0100000,0
714,1607.01,1607,26433869,FP,1.0357235,0.0000055,-0.0000055,0,1.3660000,0.3350000,-0.3350000,0,480.0000000,0.8972310,-0.8972310,0,15.8280000,,,0,1358.5100000,,,,1691.0000000,,,,329.5910000,7.0320000,-7.0320000,0,4963.0000000,122.0000000,-122.0000000,0,,,,0,7.8300000,,,0
715,1608.01,1608,138017750,FP,2.4727425,0.0000080,-0.0000080,0,2.3410000,0.6070000,-0.6070000,0,2929.0000000,5724.2600000,-5724.2600000,0,23.6289000,6.7096800,-6.7096800,0,4630.8200000,,,,2298.0000000,,,,100.6350000,0.8968000,-0.8968000,0,6057.7000000,67.1000000,-67.1000000,0,3.8400000,0.0800000,-0.0800000,0,2.1300000,0.0900000,-0.0900000,0
716,1609.01,1609,229951289,FA,13.3118000,0.0020300,-0.0020300,0,4.4920000,0.6160000,-0.6160000,0,750.0000000,2.3114300,-2.3114300,0,2.6798100,0.2014270,-0.2014270,0,109.8750000,,,,901.0000000,,,,165.8080000,0.7695000,-0.7695000,0,6011.0000000,123.1000000,-123.1000000,0,4.5000000,0.0800000,-0.0800000,0,0.9800000,0.0400000,-0.0400000,0
717,161.01,161,348770361,PC,2.7684331,0.0000055,-0.0000055,0,4.2230000,0.1170000,-0.1170000,0,3234.0971112,54.2863300,-54.2863300,0,4.6193800,,,0,1330.1600000,,,,,,,,333.6510000,,,0,5388.0000000,,,0,,,,0,0.9800000,,,0
718,1610.01,1610,219776325,PC,2.5287981,0.0000041,-0.0000041,0,1.2860000,0.1960000,-0.1960000,0,387.0000000,19.3623000,-19.3623000,0,2.2995100,0.1307370,-0.1307370,0,228.8040000,,,,1083.0000000,,,,191.9570000,0.7715000,-0.7715000,0,5740.2000000,119.6000000,-119.6000000,0,4.3000000,0.0800000,-0.0800000,0,1.1900000,0.0600000,-0.0600000,0
719,1611.01,1611,264678534,CP,16.2016817,0.0000128,-0.0000128,0,2.7920000,0.4160000,-0.4160000,0,885.0000000,20.2232000,-20.2232000,0,2.3810100,0.1661840,-0.1661840,0,28.0911000,,,,641.0000000,,,,28.2938000,0.0312000,-0.0312000,0,5071.0000000,141.3000000,-141.3000000,0,4.5800000,0.0900000,-0.0900000,0,0.7800000,0.0500000,-0.0500000,0
720,1612.01,1612,268403451,KP,2.8641388,0.0000032,-0.0000032,0,2.4170000,0.0950000,-0.0950000,0,9597.0000000,83.3868000,-83.3868000,0,15.5276000,0.7326440,-0.7326440,0,591.0670000,,,,1373.0000000,,,,234.1490000,1.1875000,-1.1875000,0,6082.0000000,137.7000000,-137.7000000,0,4.1300000,0.0800000,-0.0800000,0,1.5300000,0.0700000,-0.0700000,0
721,1613.01,1613,272625214,FP,5.2469991,0.0002597,-0.0002597,0,3.4500000,0.4600000,-0.4600000,0,1180.0000000,105.3790000,-105.3790000,0,5.4608700,0.3435670,-0.3435670,0,604.1510000,,,,1381.0000000,,,,304.7600000,3.1930000,-3.1930000,0,6651.0000000,139.9000000,-139.9000000,0,4.2700000,0.0900000,-0.0900000,0,1.4400000,0.0600000,-0.0600000,0
722,1614.01,1614,317397615,FP,0.7438074,0.0000011,-0.0000011,0,1.3770000,0.0580000,-0.0580000,0,633.0000000,25.4140000,-25.4140000,0,9.7791100,,,0,1705.0300000,,,,1790.0000000,,,,423.2720000,4.7200000,-4.7200000,0,5182.0000000,122.0000000,-122.0000000,0,,,,0,4.0400000,,,0
723,1615.01,1615,317507345,FP,3.9401791,0.0000008,-0.0000008,0,1.9910000,0.1480000,-0.1480000,0,13317.0000000,5183.7600000,-5183.7600000,0,25.3897000,2.9642200,-2.9642200,0,1090.2600000,,,,1600.0000000,,,,260.4940000,2.1110000,-2.1110000,0,7170.0000000,213.8000000,-213.8000000,0,4.3100000,0.0800000,-0.0800000,0,1.5100000,0.0500000,-0.0500000,0
724,1616.01,1616,322054600,PC,1.3433022,0.0000014,-0.0000014,0,0.6620000,0.0880000,-0.0880000,0,1052.0000000,64.1497000,-64.1497000,0,4.7216900,0.2668220,-0.2668220,0,365.8570000,,,,1218.0000000,,,,304.4080000,2.3795000,-2.3795000,0,6713.0000000,189.7000000,-189.7000000,0,4.2700000,0.0900000,-0.0900000,0,1.4500000,0.0600000,-0.0600000,0
725,1617.01,1617,322202434,FP,1.4013505,0.0000013,-0.0000013,0,1.5620000,0.3480000,-0.3480000,0,1532.0000000,96.9248000,-96.9248000,0,3.7143000,0.2333630,-0.2333630,0,1975.1300000,,,,1857.0000000,,,,133.4960000,0.4335000,-0.4335000,0,5521.0000000,182.2000000,-182.2000000,0,4.4800000,0.0800000,-0.0800000,0,0.9400000,0.0500000,-0.0500000,0
726,1618.01,1618,376838000,FP,2.1679000,0.0003100,-0.0003100,0,1.3900000,0.5510000,-0.5510000,0,560.0000000,5.5069500,-5.5069500,0,5.3284800,0.5747090,-0.5747090,0,10508.5000000,,,,2820.0000000,,,,451.7960000,6.6100000,-6.6100000,0,10596.0000000,671.7000000,-671.7000000,0,4.2700000,0.0900000,-0.0900000,0,2.0000000,0.1000000,-0.1000000,0
727,1619.01,1619,377144784,FP,2.3866952,0.0000033,-0.0000033,0,2.6540000,0.2610000,-0.2610000,0,586.0000000,20.5893000,-20.5893000,0,9.7238600,,,0,2334.7800000,,,,1936.0000000,,,,396.2010000,4.0995000,-4.0995000,0,5017.0000000,122.0000000,-122.0000000,0,,,,0,4.7300000,,,0
728,162.01,162,99493790,APC,7.7646910,0.0000068,-0.0000068,0,3.1850000,0.0560000,-0.0560000,0,24530.0000000,2.7494300,-2.7494300,0,15.6068000,0.8986210,-0.8986210,0,86.3134000,,,,849.0000000,,,,274.7330000,5.4500000,-5.4500000,0,5404.7000000,43.0000000,-43.0000000,0,4.4000000,2.0000000,-2.0000000,0,0.9900000,0.0600000,-0.0600000,0
729,1620.01,1620,378291076,PC,1.5982014,0.0000081,-0.0000081,0,2.2540000,0.9060000,-0.9060000,0,296.0000000,27.5458000,-27.5458000,0,2.2882700,0.1907520,-0.1907520,0,5992.5300000,,,,2451.0000000,,,,207.5050000,1.0440000,-1.0440000,0,6594.0000000,142.3000000,-142.3000000,0,4.2300000,0.0900000,-0.0900000,0,1.4900000,0.0700000,-0.0700000,0
730,1621.01,1621,387260717,PC,6.4536240,0.0002925,-0.0002925,0,3.5820000,0.6640000,-0.6640000,0,200.0000000,0.9952440,-0.9952440,0,1.3575600,0.1235770,-0.1235770,0,680.8100000,,,,1423.0000000,,,,161.0880000,0.7780000,-0.7780000,0,7257.0000000,418.7000000,-418.7000000,0,4.6400000,0.1100000,-0.1100000,0,1.0200000,0.0400000,-0.0400000,0
731,1622.01,1622,388076005,FP,1.7126115,0.0000076,-0.0000076,0,3.1280000,0.4910000,-0.4910000,0,340.0000000,21.4040000,-21.4040000,0,2.0192800,0.1145910,-0.1145910,0,4528.0000000,,,,2285.0000000,,,,113.8450000,0.2910000,-0.2910000,0,5932.2000000,71.4000000,-71.4000000,0,4.4800000,0.0800000,-0.0800000,0,1.0000000,0.0500000,-0.0500000,0
732,1623.01,1623,407394748,FP,0.7522775,0.0000004,-0.0000004,0,1.0730000,0.1420000,-0.1420000,0,1301.0000000,63.7966000,-63.7966000,0,6.7550900,,,0,13651.7000000,,,,,,,,280.3810000,,,0,7325.2000000,111.9000000,-111.9000000,0,,,,0,1.7700000,,,0
733,1624.01,1624,461387302,FP,5.8089284,0.0000174,-0.0000174,0,5.1370000,1.3110000,-1.3110000,0,1111.0000000,55.1725000,-55.1725000,0,3.7930800,0.2176230,-0.2176230,0,1275.7200000,,,,1664.0000000,,,,234.4550000,1.5400000,-1.5400000,0,6406.0000000,179.8000000,-179.8000000,0,4.3400000,0.0900000,-0.0900000,0,1.2700000,0.0600000,-0.0600000,0
734,1625.01,1625,470852531,FP,1.4944600,0.0002300,-0.0002300,0,2.1140000,0.3670000,-0.3670000,0,890.0000000,1.6014000,-1.6014000,0,4.2136600,0.2724620,-0.2724620,0,3024.1000000,,,,2065.0000000,,,,269.4760000,2.3625000,-2.3625000,0,6587.0000000,163.9000000,-163.9000000,0,4.2700000,0.0900000,-0.0900000,0,1.4300000,0.0600000,-0.0600000,0
735,1626.01,1626,157586003,KP,3.3326189,0.0000028,-0.0000028,0,3.5620066,0.0458853,-0.0458853,0,8310.5066162,96.3278300,-96.3278300,0,15.6399082,0.8105998,-0.8105998,0,1512.9973764,,,,1590.6670806,,,,610.1760000,8.8895000,-8.8895000,0,5768.2000000,140.0000000,-140.0000000,0,4.0000000,0.0700000,-0.0700000,0,1.6948299,0.0842764,-0.0842764,0
736,1627.01,1627,424435940,KP,5.0172146,0.0000019,-0.0000019,0,3.7363301,0.0181881,-0.0181881,0,14236.9594003,63.8114660,-63.8114660,0,13.5478019,0.6186050,-0.6186050,0,404.7111860,,,,1143.9473896,,,,290.4040000,1.8190000,-1.8190000,0,5930.0000000,435.4000000,-435.4000000,0,4.4000000,0.0800000,-0.0800000,0,1.1001300,0.0500402,-0.0500402,0
737,1628.01,1628,284475976,KP,2.1436364,0.0000007,-0.0000007,0,3.1539349,0.0154328,-0.0154328,0,9203.7552743,39.8536500,-39.8536500,0,18.0537588,0.9524189,-0.9524189,0,3410.2601185,,,,1949.0214829,,,,454.1440000,4.4230000,-4.4230000,0,6148.0000000,140.8000000,-140.8000000,0,4.0100000,0.0800000,-0.0800000,0,1.7706100,0.0931859,-0.0931859,0
738,1629.01,1629,310003988,KP,4.5421594,0.0000048,-0.0000048,0,4.2940000,0.2930000,-0.2930000,0,9760.0000000,2.0673800,-2.0673800,0,17.3816000,0.9444990,-0.9444990,0,821.4050000,,,,1491.0000000,,,,435.1560000,4.3895000,-4.3895000,0,5939.3000000,133.1000000,-133.1000000,0,4.0000000,0.0800000,-0.0800000,0,1.7300000,0.0900000,-0.0900000,0
739,163.01,163,179317684,CP,4.2311173,0.0000006,-0.0000006,0,4.3531635,0.0134884,-0.0134884,0,7261.2759361,19.8174110,-19.8174110,0,14.6260711,0.6878666,-0.6878666,0,1489.1126253,,,,1584.3518526,,,,411.7190000,8.0100000,-8.0100000,0,6671.0000000,130.6000000,-130.6000000,0,4.1400000,0.0900000,-0.0900000,0,1.6640199,0.0781055,-0.0781055,0
740,1630.01,1630,317597583,CP,12.0557353,0.0000224,-0.0000224,0,1.9590000,0.4090000,-0.4090000,0,807.0000000,47.8582000,-47.8582000,0,2.3917300,0.1472460,-0.1472460,0,19.3677000,,,,584.0000000,,,,66.0929000,0.1289500,-0.1289500,0,5504.0000000,129.9000000,-129.9000000,0,4.5800000,0.0800000,-0.0800000,0,0.8300000,0.0400000,-0.0400000,0
741,1631.01,1631,29054413,APC,15.2521892,0.0016144,-0.0016144,0,1.3463514,0.9639249,-0.9639249,0,871.2527446,176.8802200,-176.8802200,0,2.8346585,7.2379370,-7.2379370,0,129.6204972,,,,860.5738999,,,,140.0650000,0.8900000,-0.8900000,0,5473.0000000,148.9260000,-148.9260000,0,4.4648800,0.0803515,-0.0803515,0,0.9490220,0.0504498,-0.0504498,0
742,1632.01,1632,51024887,FP,8.2491871,0.0031995,-0.0031995,0,4.9807847,0.3442086,-0.3442086,0,117724.0282614,11101.4980000,-11101.4980000,0,8.0476984,35.7530820,-35.7530820,0,1.1552603,,,,264.4172054,,,,41.5305000,0.1576500,-0.1576500,0,2990.0000000,158.0000000,-158.0000000,0,5.1358100,0.0381304,-0.0381304,0,0.1650660,0.0050239,-0.0050239,0
743,1633.01,1633,165551882,FA,12.1582804,0.0058050,-0.0058050,0,2.1406837,0.7304905,-0.7304905,0,3430.7762638,515.4543500,-515.4543500,0,1.9160277,1.0555835,-1.0555835,0,2.6741524,,,,326.1491782,,,,48.0490000,0.0632500,-0.0632500,0,3429.0000000,157.0000000,-157.0000000,0,4.9009200,0.0032130,-0.0032130,0,0.3232000,0.0095431,-0.0095431,0
744,1634.01,1634,201186294,CP,0.9893300,0.0001055,-0.0001055,0,1.0357615,0.3979622,-0.3979622,0,1519.6695870,132.8973400,-132.8973400,0,1.8303854,1.7299397,-1.7299397,0,122.2150262,,,,848.0098579,,,,35.2736000,0.0526500,-0.0526500,0,3455.0000000,157.0000000,-157.0000000,0,4.7679800,0.0065403,-0.0065403,0,0.4652580,0.0136292,-0.0136292,0
745,1635.01,1635,230086768,FP,34.9270483,0.0001295,-0.0001295,0,2.7546907,0.0285786,-0.0285786,0,110264.9392094,1543.9479000,-1543.9479000,0,18.8285063,15.2502350,-15.2502350,0,0.8171218,,,,242.4886650,,,,89.6716000,0.2663500,-0.2663500,0,3496.0000000,63.0000000,-63.0000000,0,4.9000000,,,0,0.3891990,0.0116133,-0.0116133,0
746,1636.01,1636,269892793,FP,1.7729239,0.0000006,-0.0000006,0,1.8255671,0.0183248,-0.0183248,0,26694.3797428,289.9183300,-289.9183300,0,14.9468862,1.8219693,-1.8219693,0,317.7796355,,,,1076.8402129,,,,152.9830000,3.3105000,-3.3105000,0,4769.0000000,128.6270000,-128.6270000,0,4.6484500,0.0974705,-0.0974705,0,0.6878410,0.0515126,-0.0515126,0
747,1637.01,1637,286355915,FP,4.0766840,0.0000019,-0.0000019,0,4.4132181,0.0297782,-0.0297782,0,10459.7272290,85.5908900,-85.5908900,0,17.5223182,0.7767696,-0.7767696,0,1443.0883389,,,,1571.9653862,,,,374.4420000,6.2760000,-6.2760000,0,6531.4400000,109.7030000,-109.7030000,0,4.1371100,0.0874493,-0.0874493,0,1.6430200,0.0721885,-0.0721885,0
748,1638.01,1638,312862941,PC,0.9150623,0.0000089,-0.0000089,0,0.6662728,0.0519039,-0.0519039,0,4304.9322224,324.2879300,-324.2879300,0,5.3869040,0.3441965,-0.3441965,0,357.9484179,,,,1109.3660254,,,,126.2830000,0.4825000,-0.4825000,0,3810.0000000,157.0000000,-157.0000000,0,4.5687500,0.0122909,-0.0122909,0,0.7012370,0.0205528,-0.0205528,0
749,1639.01,1639,348673213,FP,0.9014650,0.0001916,-0.0001916,0,2.5562155,0.3825851,-0.3825851,0,3156.5658264,241.3593600,-241.3593600,0,3.4348127,0.9978432,-0.9978432,0,325.5470241,,,,1083.3609617,,,,153.9860000,0.6375000,-0.6375000,0,3896.0000000,157.0000000,-157.0000000,0,4.6419200,0.0112232,-0.0112232,0,0.6110230,0.0183221,-0.0183221,0
750,164.01,164,79395355,FP,7.3189800,0.0022400,-0.0022400,0,3.7710000,0.8860000,-0.8860000,0,3809.3000000,10.2000000,-10.2000000,0,8.7967300,0.5123700,-0.5123700,0,468.7180000,,,,1296.0000000,,,,360.1310000,4.6130000,-4.6130000,0,5926.0000000,79.5000000,-79.5000000,0,4.2700000,2.0100000,-2.0100000,0,1.3000000,0.0300000,-0.0300000,0
751,1640.01,1640,396562848,CP,1.9495403,0.0000032,-0.0000032,0,0.8060618,0.0487166,-0.0487166,0,2089.2444115,86.6690600,-86.6690600,0,1.3929217,0.0707066,-0.0707066,0,23.3722044,,,,560.7827791,,,,18.2276000,0.0110000,-0.0110000,0,3414.0000000,157.0000000,-157.0000000,0,4.9729200,0.0116277,-0.0116277,0,0.2601870,0.0078434,-0.0078434,0
752,1641.01,1641,422923265,PC,1.8646725,0.0000033,-0.0000033,0,1.0280000,0.4560000,-0.4560000,0,570.0000000,122.2930000,-122.2930000,0,12.8352000,2.0753000,-2.0753000,0,3903.8800000,,,,2202.0000000,,,,769.1380000,112.9280000,-112.9280000,0,9898.0000000,151.4360000,-151.4360000,0,3.7784600,0.1435630,-0.1435630,0,3.4000000,0.5200000,-0.5200000,0
753,1642.01,1642,229940491,APC,37.4590076,0.0000553,-0.0000553,0,2.8630000,0.1610000,-0.1610000,0,5850.0000000,1141.6000000,-1141.6000000,0,20.3559000,5.6469600,-5.6469600,0,15.6505000,,,,554.0000000,,,,338.9480000,3.4525000,-3.4525000,0,5730.0000000,122.9690000,-122.9690000,0,4.0981700,0.0779368,-0.0779368,0,1.5000000,0.0700000,-0.0700000,0
754,1643.01,1643,298647682,PC,20.0795217,0.0000147,-0.0000147,0,1.2186554,0.1081002,-0.1081002,0,1065.5355707,37.1883280,-37.1883280,0,2.7170462,0.5521061,-0.5521061,0,15.8594327,,,,508.9693869,,,,40.6988000,0.0393500,-0.0393500,0,4763.0000000,130.9680000,-130.9680000,0,4.5430600,0.0944384,-0.0944384,0,0.7775840,0.0571432,-0.0571432,0
755,1644.01,1644,22843856,FP,1.8497201,0.0000088,-0.0000088,0,1.7570000,0.2100000,-0.2100000,0,5750.0000000,7.7057100,-7.7057100,0,11.2477000,,,0,2139.7200000,,,,,,,,163.4900000,,,0,6019.0000000,,,0,4.4380000,,,0,1.2400000,,,0
756,1645.01,1645,184679932,FP,2.1721416,0.0000194,-0.0000194,0,2.7480823,0.0083884,-0.0083884,0,17864.5520776,76.0445400,-76.0445400,0,18.0850347,0.8086398,-0.8086398,0,1872.5289135,,,,1677.7485906,,,,146.6530000,0.8685000,-0.8685000,0,6198.0000000,125.7620000,-125.7620000,0,4.2791200,0.0816488,-0.0816488,0,1.3093700,0.0584171,-0.0584171,0
757,1646.01,1646,387527558,FA,3.6239090,0.0027476,-0.0027476,0,2.6568012,0.1899665,-0.1899665,0,26979.8210456,2005.4560000,-2005.4560000,0,6.9347137,0.4686077,-0.4686077,0,4.6168393,,,,373.8573643,,,,82.1294000,0.2016500,-0.2016500,0,3514.0000000,157.0000000,-157.0000000,0,4.8137700,0.0042378,-0.0042378,0,0.4141010,0.0123306,-0.0123306,0
758,1647.01,1647,154927364,FP,6.9744232,0.0000244,-0.0000244,0,2.1240000,0.5610000,-0.5610000,0,9189.0000000,21638.7000000,-21638.7000000,0,37.9891000,12.0492000,-12.0492000,0,245.9060000,,,,1103.0000000,,,,306.5020000,3.1535000,-3.1535000,0,5821.7000000,96.2000000,-96.2000000,0,3.9700000,0.0800000,-0.0800000,0,1.8600000,0.0900000,-0.0900000,0
759,1648.01,1648,376353509,PC,7.3315684,0.0000140,-0.0000140,0,1.2870000,0.4080000,-0.4080000,0,893.0000000,98.6813000,-98.6813000,0,2.7743300,0.2406070,-0.2406070,0,27.4026000,,,,637.0000000,,,,69.8350000,0.1643000,-0.1643000,0,4871.6000000,52.4000000,-52.4000000,0,4.4800000,0.0900000,-0.0900000,0,0.8400000,0.0600000,-0.0600000,0
760,1649.01,1649,116608612,FP,3.4557863,0.0000015,-0.0000015,0,2.1640000,0.2610000,-0.2610000,0,6423.0000000,303.2760000,-303.2760000,0,16.0772000,0.6230100,-0.6230100,0,2978.6200000,,,,2058.0000000,,,,267.6830000,3.7770000,-3.7770000,0,8170.0000000,258.8000000,-258.8000000,0,4.2400000,0.0800000,-0.0800000,0,1.7800000,0.0600000,-0.0600000,0
761,165.01,165,350743714,FP,7.7576430,0.0000018,-0.0000018,0,2.8561356,0.0629399,-0.0629399,0,7336.6908822,22.2534614,-22.2534614,0,12.7936991,0.0707611,-0.0707611,0,161.5793695,,,,993.2304197,,,,210.3110000,1.1585000,-1.1585000,0,6038.0000000,54.0000000,-54.0000000,0,3.9600000,0.1100000,-0.1100000,0,1.9115100,,,0
762,1650.01,1650,122485078,FP,9.1505000,0.0034000,-0.0034000,0,2.9860000,0.3850000,-0.3850000,0,1370.0000000,2.8490100,-2.8490100,0,11.1497000,0.6961480,-0.6961480,0,272.7630000,,,,1132.0000000,,,,463.1560000,9.8940000,-9.8940000,0,7719.0000000,139.9000000,-139.9000000,0,3.7400000,0.0800000,-0.0800000,0,3.0200000,0.1100000,-0.1100000,0
763,1651.01,1651,138168780,KP,3.7649949,0.0000004,-0.0000004,0,2.6420000,0.0170000,-0.0170000,0,14735.0000000,72.8080000,-72.8080000,0,17.8182000,0.7318220,-0.7318220,0,580.3860000,,,,1367.0000000,,,,235.4790000,2.4180000,-2.4180000,0,6724.0000000,164.0000000,-164.0000000,0,4.2900000,0.0900000,-0.0900000,0,1.4200000,0.0600000,-0.0600000,0
764,1652.01,1652,154867950,FP,0.6664948,0.0000016,-0.0000016,0,1.3800000,0.1430000,-0.1430000,0,260.0000000,0.2818760,-0.2818760,0,3.2170000,0.2166500,-0.2166500,0,2681.4800000,,,,2004.0000000,,,,130.9420000,0.3570000,-0.3570000,0,5329.0000000,131.1000000,-131.1000000,0,3.8000000,0.0800000,-0.0800000,0,1.9900000,0.1100000,-0.1100000,0
765,1653.01,1653,156724719,PC,10.9568722,0.0000082,-0.0000082,0,3.4690000,0.3090000,-0.3090000,0,4643.0000000,1263.0600000,-1263.0600000,0,21.7036000,7.0983300,-7.0983300,0,6376.8300000,,,,2489.0000000,,,,408.3600000,,,0,7106.5000000,152.6000000,-152.6000000,0,,,,0,2.5000000,0.7800000,-0.7800000,0
766,1654.01,1654,258829450,PC,1.8347892,0.0000038,-0.0000038,0,2.4140000,0.2200000,-0.2200000,0,242.0000000,9.6160600,-9.6160600,0,,,,0,,,,,,,,,304.8650000,12.8035000,-12.8035000,0,5286.9000000,723.2000000,-723.2000000,0,,,,0,,,,0
767,1655.01,1655,266500992,PC,3.2786617,0.0000095,-0.0000095,0,2.6310000,0.2760000,-0.2760000,0,1101.0000000,57.7447000,-57.7447000,0,3.6123200,0.2393870,-0.2393870,0,396.5930000,,,,1243.0000000,,,,165.3140000,0.9870000,-0.9870000,0,5411.0000000,153.9000000,-153.9000000,0,4.2900000,0.0900000,-0.0900000,0,1.1500000,0.0600000,-0.0600000,0
768,1656.01,1656,267694283,APC,1112.7562924,0.0000320,-0.0000320,0,9.3860000,1.2710000,-1.2710000,0,6669.0000000,6321.7200000,-6321.7200000,0,20.0620000,3.1554500,-3.1554500,0,617.1030000,,,,1388.0000000,,,,106.4770000,0.6835000,-0.6835000,0,6324.0000000,127.6000000,-127.6000000,0,4.3400000,0.0900000,-0.0900000,0,1.2600000,0.0600000,-0.0600000,0
